0.009907404899597167,0.023904672622680666,10,gvp,c2a,0.5,no_k,1
0.008061857223510742,0.012634708404541015,20,gvp,c2a,0.5,no_k,1
0.004043196201324463,0.007016005516052246,30,gvp,c2a,0.5,no_k,1
0.003163799524307251,0.00714129638671875,40,gvp,c2a,0.5,no_k,1
0.0031489644050598144,0.0050337820053100585,50,gvp,c2a,0.5,no_k,1
0.004198653697967529,0.00561501407623291,60,gvp,c2a,0.5,no_k,1
0.0060651664733886715,0.004788479804992676,70,gvp,c2a,0.5,no_k,1
0.0029516990184783936,0.004314239978790283,80,gvp,c2a,0.5,no_k,1
0.0026650080680847166,0.0052629423141479495,90,gvp,c2a,0.5,no_k,1
0.0030584578514099123,0.0040338153839111325,100,gvp,c2a,0.5,no_k,1
0.010873162269592285,0.01973492431640625,10,gvp,c2a,0.25,no_k,1
0.006778132438659668,0.012617677688598632,20,gvp,c2a,0.25,no_k,1
0.004199166297912598,0.006907885074615479,30,gvp,c2a,0.25,no_k,1
0.0027472314834594727,0.003629073143005371,40,gvp,c2a,0.25,no_k,1
0.0023902149200439454,0.006634174346923828,50,gvp,c2a,0.25,no_k,1
0.0023902149200439454,0.005262093067169189,60,gvp,c2a,0.25,no_k,1
0.0023902149200439454,0.004328274250030518,70,gvp,c2a,0.25,no_k,1
0.0023902149200439454,0.005047248840332031,80,gvp,c2a,0.25,no_k,1
0.0023902149200439454,0.005434806823730469,90,gvp,c2a,0.25,no_k,1
0.0023902149200439454,0.004849966049194336,100,gvp,c2a,0.25,no_k,1
0.006341314792633056,0.014590003967285155,10,gvp,c2a,0.1,no_k,1
0.0032576987743377687,0.008059326171875,20,gvp,c2a,0.1,no_k,1
0.002715960502624512,0.005980905055999756,30,gvp,c2a,0.1,no_k,1
0.002475254058837891,0.003942525386810303,40,gvp,c2a,0.1,no_k,1
0.0019098184108734132,0.00292183256149292,50,gvp,c2a,0.1,no_k,1
0.0019819316864013673,0.006678366661071777,60,gvp,c2a,0.1,no_k,1
0.0012239470481872558,0.0021497960090637205,70,gvp,c2a,0.1,no_k,1
0.0012239470481872558,0.0028015193939208986,80,gvp,c2a,0.1,no_k,1
0.001260925531387329,0.0021365871429443357,90,gvp,c2a,0.1,no_k,1
0.001260925531387329,0.0022754559516906738,100,gvp,c2a,0.1,no_k,1
0.031457246780395506,0.027134510040283204,10,gvp,c2a,0.0,no_k,1
0.007292338848114014,0.009417279243469238,20,gvp,c2a,0.0,no_k,1
0.003976763248443604,0.003389353513717651,30,gvp,c2a,0.0,no_k,1
0.003890002250671387,0.003033346652984619,40,gvp,c2a,0.0,no_k,1
0.003894193172454834,0.0020743684768676756,50,gvp,c2a,0.0,no_k,1
0.001642534852027893,0.0038281168937683106,60,gvp,c2a,0.0,no_k,1
0.001642534852027893,0.0020959782600402832,70,gvp,c2a,0.0,no_k,1
0.001004806637763977,0.002219644784927368,80,gvp,c2a,0.0,no_k,1
0.001095703363418579,0.0018817212581634522,90,gvp,c2a,0.0,no_k,1
0.0014184412956237792,0.0026068005561828613,100,gvp,c2a,0.0,no_k,1
0.019038660049438477,0.017582851409912108,10,gvp,c2a,0.5,no_k,2
0.01118584442138672,0.008236573219299317,20,gvp,c2a,0.5,no_k,2
0.005918830394744873,0.006480623245239258,30,gvp,c2a,0.5,no_k,2
0.005670276165008545,0.005421451568603516,40,gvp,c2a,0.5,no_k,2
0.005798396110534668,0.004431054592132568,50,gvp,c2a,0.5,no_k,2
0.005798396110534668,0.005403842926025391,60,gvp,c2a,0.5,no_k,2
0.0032831339836120604,0.004296591758728027,70,gvp,c2a,0.5,no_k,2
0.0032831339836120604,0.004435008049011231,80,gvp,c2a,0.5,no_k,2
0.003216073751449585,0.0046381778717041015,90,gvp,c2a,0.5,no_k,2
0.0030814640522003173,0.004531449317932129,100,gvp,c2a,0.5,no_k,2
0.020208271026611328,0.019618141174316407,10,gvp,c2a,0.25,no_k,2
0.009204074859619141,0.02343963813781738,20,gvp,c2a,0.25,no_k,2
0.004511117935180664,0.007294222831726074,30,gvp,c2a,0.25,no_k,2
0.0032137441635131836,0.00536164903640747,40,gvp,c2a,0.25,no_k,2
0.0035839738845825195,0.004027864933013916,50,gvp,c2a,0.25,no_k,2
0.0033009626865386963,0.002281599998474121,60,gvp,c2a,0.25,no_k,2
0.0022792234420776366,0.003415414571762085,70,gvp,c2a,0.25,no_k,2
0.0022792234420776366,0.0024453210830688477,80,gvp,c2a,0.25,no_k,2
0.0022792234420776366,0.0021032021045684812,90,gvp,c2a,0.25,no_k,2
0.0022792234420776366,0.0026410527229309083,100,gvp,c2a,0.25,no_k,2
0.013647028923034668,0.01358890151977539,10,gvp,c2a,0.1,no_k,2
0.006585042953491211,0.012410491943359374,20,gvp,c2a,0.1,no_k,2
0.007157925605773926,0.005360287666320801,30,gvp,c2a,0.1,no_k,2
0.004020404815673828,0.0037150371074676516,40,gvp,c2a,0.1,no_k,2
0.0049030942916870116,0.004060199737548828,50,gvp,c2a,0.1,no_k,2
0.002889913558959961,0.004357295513153076,60,gvp,c2a,0.1,no_k,2
0.0028386623859405517,0.0029037766456604004,70,gvp,c2a,0.1,no_k,2
0.0027453794479370117,0.0022612888813018798,80,gvp,c2a,0.1,no_k,2
0.002152587652206421,0.001630915403366089,90,gvp,c2a,0.1,no_k,2
0.0024931023120880126,0.0022308015823364257,100,gvp,c2a,0.1,no_k,2
0.020204702377319337,0.026067232131958006,10,gvp,c2a,0.0,no_k,2
0.00994955062866211,0.020567529678344725,20,gvp,c2a,0.0,no_k,2
0.004245365619659424,0.012940755844116211,30,gvp,c2a,0.0,no_k,2
0.004061867713928222,0.008770803451538085,40,gvp,c2a,0.0,no_k,2
0.0032902395725250243,0.00459148645401001,50,gvp,c2a,0.0,no_k,2
0.0019527862071990966,0.005003372192382813,60,gvp,c2a,0.0,no_k,2
0.0019527862071990966,0.003305121660232544,70,gvp,c2a,0.0,no_k,2
0.0019527862071990966,0.004420529842376709,80,gvp,c2a,0.0,no_k,2
0.0019527862071990966,0.003973532199859619,90,gvp,c2a,0.0,no_k,2
0.0019527862071990966,0.003640758752822876,100,gvp,c2a,0.0,no_k,2
0.020700145721435546,0.03074371337890625,10,gvp,c2a,0.5,no_k,3
0.013001956939697266,0.017709972381591797,20,gvp,c2a,0.5,no_k,3
0.008819634437561036,0.01545949363708496,30,gvp,c2a,0.5,no_k,3
0.007219904899597168,0.011904925346374511,40,gvp,c2a,0.5,no_k,3
0.006502269744873047,0.008911321640014649,50,gvp,c2a,0.5,no_k,3
0.004536236763000488,0.007548916339874268,60,gvp,c2a,0.5,no_k,3
0.004536236763000488,0.009520270347595216,70,gvp,c2a,0.5,no_k,3
0.004536236763000488,0.007673422813415528,80,gvp,c2a,0.5,no_k,3
0.002724342346191406,0.007160811901092529,90,gvp,c2a,0.5,no_k,3
0.002724342346191406,0.007610481739044189,100,gvp,c2a,0.5,no_k,3
0.014851431846618652,0.017986461639404296,10,gvp,c2a,0.25,no_k,3
0.010042926788330079,0.014097394943237305,20,gvp,c2a,0.25,no_k,3
0.007455551147460938,0.006512279510498047,30,gvp,c2a,0.25,no_k,3
0.007294634342193604,0.007163502693176269,40,gvp,c2a,0.25,no_k,3
0.004868605136871338,0.006440929889678955,50,gvp,c2a,0.25,no_k,3
0.004868605136871338,0.006159157752990723,60,gvp,c2a,0.25,no_k,3
0.004868605136871338,0.0058696470260620115,70,gvp,c2a,0.25,no_k,3
0.005395126342773437,0.005208539962768555,80,gvp,c2a,0.25,no_k,3
0.005395126342773437,0.006924949645996094,90,gvp,c2a,0.25,no_k,3
0.005395126342773437,0.006549878120422363,100,gvp,c2a,0.25,no_k,3
0.012096199035644531,0.019960685729980467,10,gvp,c2a,0.1,no_k,3
0.006452956199645996,0.012369254112243652,20,gvp,c2a,0.1,no_k,3
0.007187233448028564,0.01165621566772461,30,gvp,c2a,0.1,no_k,3
0.0035536627769470214,0.006409771919250488,40,gvp,c2a,0.1,no_k,3
0.0028552508354187014,0.005481459617614746,50,gvp,c2a,0.1,no_k,3
0.0028552508354187014,0.00484641170501709,60,gvp,c2a,0.1,no_k,3
0.00265254545211792,0.004130066871643067,70,gvp,c2a,0.1,no_k,3
0.003122447490692139,0.00452314567565918,80,gvp,c2a,0.1,no_k,3
0.003122447490692139,0.004139059066772461,90,gvp,c2a,0.1,no_k,3
0.003122447490692139,0.004203359603881836,100,gvp,c2a,0.1,no_k,3
0.012713359832763673,0.02664543914794922,10,gvp,c2a,0.0,no_k,3
0.006534892082214356,0.01786837387084961,20,gvp,c2a,0.0,no_k,3
0.003821477174758911,0.005248825073242188,30,gvp,c2a,0.0,no_k,3
0.003288698434829712,0.004708321571350098,40,gvp,c2a,0.0,no_k,3
0.002759753942489624,0.004519946575164795,50,gvp,c2a,0.0,no_k,3
0.004040880680084229,0.003742933988571167,60,gvp,c2a,0.0,no_k,3
0.004040880680084229,0.0034976692199707032,70,gvp,c2a,0.0,no_k,3
0.004040880680084229,0.003959179401397705,80,gvp,c2a,0.0,no_k,3
0.004040880680084229,0.004051316261291504,90,gvp,c2a,0.0,no_k,3
0.004040880680084229,0.004628911972045898,100,gvp,c2a,0.0,no_k,3
0.01919535827636719,0.02386172103881836,10,gvp,c2c,0.5,no_k,1
0.01784566879272461,0.015601808547973633,20,gvp,c2c,0.5,no_k,1
0.008737492561340331,0.014750273704528808,30,gvp,c2c,0.5,no_k,1
0.009109390258789063,0.012653359413146973,40,gvp,c2c,0.5,no_k,1
0.006756840705871582,0.010653560638427734,50,gvp,c2c,0.5,no_k,1
0.0043800101280212405,0.012618375778198241,60,gvp,c2c,0.5,no_k,1
0.004767602443695069,0.01139299774169922,70,gvp,c2c,0.5,no_k,1
0.004767602443695069,0.010439769744873047,80,gvp,c2c,0.5,no_k,1
0.004767602443695069,0.011318035125732422,90,gvp,c2c,0.5,no_k,1
0.006875369548797607,0.008930047988891602,100,gvp,c2c,0.5,no_k,1
0.04379715347290039,0.02615801239013672,10,gvp,c2c,0.25,no_k,1
0.021612796783447265,0.014691373825073243,20,gvp,c2c,0.25,no_k,1
0.01587540626525879,0.012435134887695312,30,gvp,c2c,0.25,no_k,1
0.010721498489379883,0.013666315078735352,40,gvp,c2c,0.25,no_k,1
0.008546890258789063,0.010147489547729493,50,gvp,c2c,0.25,no_k,1
0.013308674812316894,0.00680349063873291,60,gvp,c2c,0.25,no_k,1
0.010368266105651856,0.0060204071998596195,70,gvp,c2c,0.25,no_k,1
0.010368266105651856,0.005406813144683838,80,gvp,c2c,0.25,no_k,1
0.007029804229736328,0.006035009860992432,90,gvp,c2c,0.25,no_k,1
0.008452179908752442,0.006739152908325195,100,gvp,c2c,0.25,no_k,1
0.022146471023559572,0.02824040985107422,10,gvp,c2c,0.1,no_k,1
0.014566689491271973,0.016309164047241212,20,gvp,c2c,0.1,no_k,1
0.01118179702758789,0.01281913185119629,30,gvp,c2c,0.1,no_k,1
0.007846986293792725,0.017201675415039062,40,gvp,c2c,0.1,no_k,1
0.005100971221923828,0.00681178092956543,50,gvp,c2c,0.1,no_k,1
